開放粵語字典（粵語拼音字調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［繁體字］	［簡體字］	［粵語拼音］
橋	桥	kiu
僑	侨	kiu
喬	乔	kiu
翹	翘	kiu
邛	邛	konk
穹	穹	konk
窮	穷	konk
衢	衢	koy
蠼	蠼	koy
瞿	瞿	koy
朐	朐	koy
渠	渠	koy
璩	璩	koy
群	群	kuant
裙	裙	kuant
暌	暌	kuay
睽	睽	kuay
攜	携	kuay
畦	畦	kuay
夔	夔	kuay
葵	葵	kuay
喹	喹	kuay
馗	馗	kuay
揆	揆	kuay/kuáy
狂	狂	kuong
愧	愧	kuáy
跨	跨	kuâ
挎	挎	kuâ
胯	胯	kuâ
逛	逛	kuâng
窘	窘	kuânt
困	困	kuânt
睏	困	kuânt
侉	侉	kuã
菌	菌	kuãnt
捆	捆	kuãnt
垮	垮	kuä
夸	夸	kuä
誇	夸	kuä
框	框	kuäng/höng
髡	髡	kuänt
坤	坤	kuänt
昆	昆	kuänt
崑	昆	kuänt
焜	焜	kuänt/wànt
規	规	kuäy
窺	窥	kuäy
盔	盔	kuäy
巋	岿	kuäy
虧	亏	kuäy
擴	扩	kuôg
曠	旷	kuông
礦	矿	kuông/kông
鄺	邝	kuông/kông
及	及	kàp
芨	芨	kàp/gäp
妗	妗	kámp
近	近	kánt
舅	舅	káw/kâw
臼	臼	káw/kâw
髂	髂	kâ
揢	揢	kâg
咯	咯	kâg
靠	靠	kâu
銬	铐	kâu
蔻	蔻	kâw
扣	扣	kâw
寇	寇	kâw
叩	叩	kâw
釦	扣	kâw
媾	媾	kâw/gâw
構	构	kâw/gâw
購	购	kâw/gâw
契	契	kây
卡	卡	kã
楷	楷	kãi
蒈	蒈	kãi
鍇	锴	kãi/gäi
啟	启	kãy
喀	喀	kä
卡	卡	kä
襟	襟	kämp
給	给	käp
級	级	käp
歙	歙	käp
吸	吸	käp
岌	岌	käp
汲	汲	käp
笈	笈	käp
卡	卡	kät
咳	咳	kät
摳	抠	käw
篝	篝	käw/gäw
溝	沟	käw/gäw
稽	稽	käy
溪	溪	käy
蹊	蹊	käy
嵇	嵇	käy/hay
劇	剧	kèg
屐	屐	kèg
企	企	kéy
暨	暨	kêy
驥	骥	kêy
冀	冀	kêy
傾	倾	kënk
蹊	蹊	këy
崎	崎	këy
蹺	跷	kíu
詰	诘	kîd
鍥	锲	kîd
黠	黠	kîd
孑	孑	kîd
揭	揭	kîd
頡	颉	kîd
羯	羯	kîd
竭	竭	kîd
擷	撷	kîd/gîd
翹	翘	kîu/hîu
蹺	跷	kïu/hïu
拒	拒	kóy
距	距	kóy
郝	郝	kôg
涸	涸	kôg
恪	恪	kôg
壑	壑	kôg
榷	榷	kôg
慤	悫	kôg
確	确	kôg
欬	欬	kôi
鈣	钙	kôi
慨	慨	kôi
蓋	盖	kôi
概	概	kôi
愾	忾	kôi
溉	溉	kôi
丐	丐	kôi
伉	伉	kông
抗	抗	kông
閌	闶	kông
炕	炕	kông
擴	扩	kông
亢	亢	kông
麴	曲	kök
曲	曲	kök
扛	扛	köng
拘	拘	köy
駒	驹	köy
祛	祛	köy
俱	俱	köy
區	区	köy
嶇	岖	köy
軀	躯	köy
驅	驱	köy
聒	聒	kûd
括	括	kûd
蛞	蛞	kûd
豁	豁	kûd
箍	箍	kü
聵	聩	kũi
檜	桧	kũi
澮	浍	kũi
鄶	郐	kũi
繪	绘	kũi
儈	侩	kũi
獪	狯	kũi
潰	溃	kũi
賄	贿	kũi
劊	刽	kũi
鱠	鲙	kũi
膾	脍	kũi
會	会	kũi/wùi
茄	茄	kẽ
頃	顷	kẽnk
襤	褴	lam
籃	篮	lam
婪	婪	lam
藍	蓝	lam
嵐	岚	lam
臨	临	lamp
霖	霖	lamp
琳	琳	lamp
淋	淋	lamp
林	林	lamp
啉	啉	lamp
斕	斓	lan
欄	栏	lan
攔	拦	lan
闌	阑	lan
瀾	澜	lan
襴	襕	lan
蘭	兰	lan
騮	骝	law
留	留	law
螻	螻	law
樓	楼	law
劉	刘	law
瀏	浏	law
榴	榴	law
婁	娄	law
流	流	law
琉	琉	law
硫	硫	law
撈	捞	law
髏	髅	law
僂	偻	law
瘤	瘤	law
黎	黎	lay
犁	犁	lay
犂	犂	lay
藜	藜	lay
蠡	蠡	lay/láy
羚	羚	lenk
鈴	铃	lenk
菱	菱	lenk
靈	灵	lenk
翎	翎	lenk
稜	棱	lenk
鯪	鲮	lenk
玲	玲	lenk
囹	囹	lenk
凌	凌	lenk
齡	龄	lenk
聆	聆	lenk
陵	陵	lenk
令	令	lenk
伶	伶	lenk
蛉	蛉	lenk
綾	绫	lenk
呤	呤	lenk
苓	苓	lenk
櫺	櫺	lenk
零	零	lenk
涼	凉	leong
量	量	leong
糧	粮	leong
粱	粱	leong
莨	莨	leong
良	良	leong
梁	梁	leong
巒	峦	leun
攣	挛	leun
孿	孪	leun
聯	联	leun
欒	栾	leun
灤	滦	leun
鸞	鸾	leun
罹	罹	ley
狸	狸	ley
璃	璃	ley
蜊	蜊	ley
漓	漓	ley
鱺	鲡	ley
梨	梨	ley
釐	厘	ley
籬	篱	ley
縭	缡	ley
離	离	ley
略	略	leòg
掠	掠	leòg
輛	辆	leòng
亮	亮	leòng
諒	谅	leòng
量	量	leòng
踉	踉	leòng
魎	魉	leóng
倆	俩	leóng
兩	两	leóng
兩	两	leõng
亂	乱	leùn
捋	捋	leûd
劣	劣	leûd/leùd
戀	恋	leũn
臠	脔	leũn/leun
鐮	镰	lim
廉	廉	lim
簾	帘	lim
帘	帘	lim
鏈	链	lin
憐	怜	lin
漣	涟	lin
蓮	莲	lin
連	连	lin
繚	缭	liu
嘹	嘹	liu
寥	寥	liu
獠	獠	liu
聊	聊	liu
遼	辽	liu
僚	僚	liu
寮	寮	liu
鐐	镣	liu
燎	燎	liu
撩	撩	liu
療	疗	liu
瞭	瞭	liu
鑼	锣	lo
籮	箩	lo
羅	罗	lo
邏	逻	lo
玀	猡	lo
蘿	萝	lo
螺	螺	lo/lõ
徠	徕	loi
來	来	loi
淶	涞	loi
崍	崃	loi
萊	莱	loi
莨	莨	long
狼	狼	long
螂	螂	long
鋃	锒	long
瑯	琅	long
郎	郎	long
廊	廊	long
榔	榔	long
朧	胧	lonk
蘢	茏	lonk
聾	聋	lonk
嚨	咙	lonk
窿	窿	lonk
曨	昽	lonk
瓏	珑	lonk
籠	笼	lonk
龍	龙	lonk
隆	隆	lonk
矓	眬	lonk
圇	囵	lont
鄰	邻	lont
綸	纶	lont
論	论	lont
磷	磷	lont
遴	遴	lont
麟	麟	lont
粼	粼	lont
嶙	嶙	lont
輪	轮	lont
倫	伦	lont
崙	仑	lont
掄	抡	lont
璘	璘	lont
淪	沦	lont
侖	仑	lont
鱗	鳞	lont
臚	胪	low
癆	痨	low
顱	颅	low
盧	卢	low
爐	炉	low
廬	庐	low
勞	劳	low
牢	牢	low
醪	醪	low
蘆	芦	low
轤	轳	low
瀘	泸	low
鱸	鲈	low
嘮	唠	low
羸	羸	loy
鐳	镭	loy
驢	驴	loy
閭	闾	loy
擂	擂	loy
纍	累	loy
櫚	榈	loy
雷	雷	loy
縲	缧	loy
嫘	嫘	loy
騾	骡	loy/lo
立	立	làb
蠟	蜡	làb
垃	垃	làb
砬	砬	làb
臘	腊	làb
邋	邋	làb/làd
辣	辣	làd
拉	拉	làd
賴	赖	lài
籟	籁	lài
落	落	lài
肋	肋	làk/làg
鰳	鳓	làk/làg
勒	勒	làk/làg
艦	舰	làm
纜	缆	làm
濫	滥	làm
爛	烂	làn
遛	遛	làw
漏	漏	làw
蹓	蹓	làw
鏤	镂	làw
餾	馏	làw
溜	溜	làw
陋	陋	làw
勵	励	lày
麗	丽	lày
儷	俪	lày
荔	荔	lày
礪	砺	lày
蠣	蛎	lày
厲	厉	lày
例	例	lày
欖	榄	lám
覽	览	lám
攬	揽	lám
懍	懔	lámp
凜	凛	lámp
懶	懒	lán
冷	冷	láng
柳	柳	láw
簍	篓	láw
醴	醴	láy
禮	礼	láy
鱧	鳢	láy
澧	澧	láy
喇	喇	lâ
癩	癞	lâi
摟	搂	lãw
拉	拉	lä
喇	喇	lä
啦	啦	lä
拉	拉	läi
笠	笠	läp
甩	甩	lät
嘍	喽	läw
歷	历	lèk
曆	历	lèk
力	力	lèk
令	令	lènk
愣	愣	lènk
另	另	lènk
痢	痢	lèy
蒞	莅	lèy
吏	吏	lèy
莉	莉	lèy
俐	俐	lèy
利	利	lèy
猁	猁	lèy
嶺	岭	lénk/léng
領	领	lénk/léng
理	理	léy
邐	逦	léy
鯉	鲤	léy
娌	娌	léy
李	李	léy
履	履	léy
俚	俚	léy
里	里	léy
鋰	锂	léy
哩	哩	léy/yënk/léy
靚	靓	lêng
哩	哩	lë
咧	咧	lë
礫	砾	lëk
櫪	枥	lëk
靂	雳	lëk
瀝	沥	lëk/lèk
喱	喱	lëy
璃	璃	lëy
鬣	鬣	lìb
獵	猎	lìb
捩	捩	lìd
冽	冽	lìd
列	列	lìd
裂	裂	lìd
烈	烈	lìd
襝	裣	lìm
斂	敛	lìm
練	练	lìn
煉	炼	lìn
廖	廖	lìu
尥	尥	lìu
料	料	lìu
殮	殓	lím
臉	脸	lím
輦	辇	lín
攆	撵	lín
了	了	líu
瞭	了	líu
潦	潦	líu/lĩu
哩	哩	lï
令	令	lïm
撂	撂	lïu
溜	溜	lïu
撩	撩	lïu
樂	乐	lòg
落	落	lòg
賚	赉	lòi
睞	睐	lòi
耒	耒	lòi/lòy
戮	戮	lòk
鹿	鹿	lòk
陸	陆	lòk
祿	禄	lòk
漉	漉	lòk
氯	氯	lòk
六	六	lòk
錄	录	lòk
綠	绿	lòk
碌	碌	lòk
浪	浪	lòng
蒗	蒗	lòng
晾	晾	lòng
閬	阆	lòng/long
弄	弄	lònk
藺	蔺	lònt
吝	吝	lònt
躪	躏	lònt
論	论	lònt
律	律	lòt
栗	栗	lòt
篥	篥	lòt
慄	栗	lòt
率	率	lòt
鷸	鹬	lòt
溧	溧	lòt
傈	傈	lòt
路	路	lòw
賂	赂	lòw
輅	辂	lòw
潞	潞	lòw
嫪	嫪	lòw
露	露	lòw
璐	璐	lòw
澇	涝	lòw
勞	劳	lòw
鷺	鹭	lòw
淚	泪	lòy
濾	滤	lòy
戾	戾	lòy
漯	漯	lòy
慮	虑	lòy
類	类	lòy
累	累	lòy
朗	朗	lóng
攏	拢	lónk
壟	垄	lónk
籠	笼	lónk
隴	陇	lónk
虜	虏	lów
老	老	lów
姥	姥	lów
擄	掳	lów
魯	鲁	lów
滷	卤	lów
鹵	卤	lów
櫓	橹	lów
累	累	lóy
屢	屡	lóy
裡	里	lóy
壘	垒	lóy
褸	褛	lóy
鋁	铝	lóy
縷	缕	lóy
儡	儡	lóy
磊	磊	lóy
膂	膂	lóy
侶	侣	lóy
呂	吕	lóy
旅	旅	lóy
蕾	蕾	lóy/loy
絡	络	lôg
珞	珞	lôg
鉻	铬	lôg
酪	酪	lôg
餎	饹	lôg
烙	烙	lôg
駱	骆	lôg/lòg
洛	洛	lôg/lòg
裸	裸	lõ
郎	郎	lõng
卵	卵	lõnt
佬	佬	lõw
囉	囉	lö
咯	咯	lö
旯	旯	lö/lôg
麓	麓	lök
碌	碌	lök
轆	辘	lök
啷	啷	löng
撈	捞	löw
嚕	噜	löw
咧	咧	lẽ
痲	麻	ma
蟆	蟆	ma
麻	麻	ma
埋	埋	mai
霾	霾	mai/may
饅	馒	man
蠻	蛮	man
鰻	鳗	man
謾	谩	man
蔓	蔓	man
盲	盲	mang
盟	盟	mank
萌	萌	mank
岷	岷	mant
珉	珉	mant
氓	氓	mant
旻	旻	mant
苠	苠	mant
緡	缗	mant
雯	雯	mant
紋	纹	mant
玟	玟	mant
文	文	mant
民	民	mant
忞	忞	mant
聞	闻	mant
茅	茅	mau
矛	矛	mau
謀	谋	maw
牟	牟	maw
眸	眸	maw
繆	缪	maw
迷	迷	may
瞇	眯	may
醚	醚	may
謎	谜	may
溟	溟	menk
洺	洺	menk
螟	螟	menk
名	名	menk
鳴	鸣	menk
冥	冥	menk
明	明	menk
暝	暝	menk/mènk
瞑	瞑	menk/ménk
銘	铭	menk/ménk
靡	靡	mey
薇	薇	mey
蘼	蘼	mey
麋	麋	mey
楣	楣	mey
湄	湄	mey
微	微	mey
眉	眉	mey
嵋	嵋	mey
瀰	弥	mey/ney
獼	猕	mey/ney
綿	绵	min
棉	棉	min
眠	眠	min
瞄	瞄	miu
苗	苗	miu
描	描	miu
磨	磨	mo
蘑	蘑	mo
饃	馍	mo
莽	莽	mong
茫	茫	mong
虻	虻	mong
忘	忘	mong
芒	芒	mong
忙	忙	mong
亡	亡	mong
鋩	铓	mong
氓	氓	mong
檬	檬	monk
濛	蒙	monk
蒙	蒙	monk
矇	蒙	monk
曚	曚	monk
朦	朦	monk
無	无	mow
蕪	芜	mow
毛	毛	mow
誣	诬	mow
膜	膜	mow
毋	毋	mow
巫	巫	mow
謨	谟	mow
模	模	mow
髦	髦	mow
摹	摹	mow
氂	牦	mow/ley
霉	霉	mui
梅	梅	mui
枚	枚	mui
玫	玫	mui
煤	煤	mui
媒	媒	mui
酶	酶	mui
莓	莓	mui
門	门	mun
瞞	瞒	mun
捫	扪	mun
們	们	mun
鞔	鞔	mun
罵	骂	mà
賣	卖	mài
邁	迈	mài
陌	陌	màk
貘	貘	màk
驀	蓦	màk
默	默	màk
万	万	màk
墨	墨	màk
脈	脉	màk
麥	麦	màk
謾	谩	màn
慢	慢	màn
漫	漫	màn
縵	缦	màn
熳	熳	màn
蔓	蔓	màn
鏝	镘	màn
嫚	嫚	màn
曼	曼	màn
萬	万	màn
幔	幔	màn
墁	墁	màn
孟	孟	màng
汶	汶	mànt
問	问	mànt
紊	紊	mànt
蜜	蜜	màt
勿	勿	màt
密	密	màt
物	物	màt
襪	袜	màt
謐	谧	màt
宓	宓	màt
嘧	嘧	màt
懋	懋	màu
貌	貌	màu
袤	袤	màu
茂	茂	màw
貿	贸	màw
謬	谬	màw
袂	袂	mày
瑪	玛	má
碼	码	má
螞	蚂	má
獁	犸	má
馬	马	má
蕒	荬	mái
買	买	mái
晚	晚	mán
猛	猛	máng
錳	锰	máng
蜢	蜢	máng
勐	勐	máng
閩	闽	mánt
閔	闵	mánt
吻	吻	mánt
刎	刎	mánt
憫	悯	mánt
鰵	鳘	mánt
黽	黾	mánt
湣	湣	mánt
愍	愍	mánt
抿	抿	mánt
泯	泯	mánt
敏	敏	mánt
澠	渑	mánt
鉚	铆	máu
卯	卯	máu
某	某	máw
牡	牡	máw
畝	亩	máw
米	米	máy
嘛	嘛	mâ
擘	擘	mâg
嬤	嬷	mä
媽	妈	mä
嗎	吗	mä/mâ
繃	绷	mäng
蚊	蚊	mänt
貓	猫	mäu
哞	哞	mäw
咪	咪	mäy/mëy
汨	汨	mèk
鼏	鼏	mèk
覓	觅	mèk
冪	幂	mèk
命	命	mèng
命	命	mènk
未	未	mèy
味	味	mèy
寐	寐	mèy
魅	魅	mèy
媚	媚	mèy
皿	皿	ménk
酩	酩	ménk
茗	茗	ménk/menk
鎂	镁	méy
美	美	méy
娓	娓	méy
尾	尾	méy
媺	媺	méy
哶	哶	më
蔑	蔑	mìd
篾	篾	mìd
衊	蔑	mìd
滅	灭	mìd
麵	面	mìn
面	面	mìn
廟	庙	mìu
妙	妙	mìu
冕	冕	mín
娩	娩	mín
靦	腼	mín
勉	勉	mín
緬	缅	mín
免	免	mín
邈	邈	míu
藐	藐	míu
淼	淼	míu
杳	杳	míu
緲	缈	míu
秒	秒	míu
渺	渺	míu
喵	喵	mïu
莫	莫	mòg
幕	幕	mòg
膜	膜	mòg
漠	漠	mòg
寞	寞	mòg
木	木	mòk
沐	沐	mòk
穆	穆	mòk
睦	睦	mòk
鉬	钼	mòk
苜	苜	mòk
仫	仫	mòk
目	目	mòk
牧	牧	mòk
望	望	mòng
夢	梦	mònk
耄	耄	mòw
慕	慕	mòw
帽	帽	mòw
霧	雾	mòw
瑁	瑁	mòw
暮	暮	mòw
冒	冒	mòw
騖	骛	mòw
婺	婺	mòw
募	募	mòw
戊	戊	mòw
務	务	mòw
墓	墓	mòw
鶩	鹜	mòw
惘	惘	móng
妄	妄	móng
輞	辋	móng
魍	魍	móng
罔	罔	móng
蟒	蟒	móng
網	网	móng
蠓	蠓	mónk
懵	懵	mónk/mõnk
拇	拇	mów
姆	姆	mów
侮	侮	mów
武	武	mów
舞	舞	mów
嫵	妩	mów
鵡	鹉	mów
母	母	mów
摸	摸	mõ
魔	魔	mö
摩	摩	mö
麼	么	mö
剝	剥	mög
沒	没	mùd
歿	殁	mùd
末	末	mùd
靺	靺	mùd
茉	茉	mùd
妹	妹	mùi
昧	昧	mùi
燜	焖	mùn
悶	闷	mùn
每	每	múi
蟎	螨	mún
滿	满	mún
沫	沫	mûd
抹	抹	mûd/mâd
拿	拿	na
南	南	na
哪	哪	na
娜	娜	na
男	男	nam
楠	楠	nam
南	南	nam
喃	喃	nam
囡	囡	nam
難	难	nan
能	能	nank
橈	桡	nau
猱	猱	nau
撓	挠	nau
錨	锚	nau
鐃	铙	nau
泥	泥	nay
呢	呢	nay/ney
獰	狞	nenk
檸	柠	nenk
寧	宁	nenk
嚀	咛	nenk
娘	娘	neong
怩	怩	ney
妮	妮	ney
尼	尼	ney
彌	弥	ney
鈮	铌	ney
嫩	嫩	neùn
暖	暖	neún
鼯	鼯	ng
蜈	蜈	ng
吾	吾	ng
梧	梧	ng
吳	吴	ng
牙	牙	nga
芽	芽	nga
衙	衙	nga
涯	涯	ngai
厓	厓	ngai
睚	睚	ngai
崖	崖	ngai
捱	挨	ngai
癌	癌	ngam
岩	岩	ngam
顏	颜	ngan
齗	龂	ngant
齦	龈	ngant
垠	垠	ngant
沂	沂	ngant
銀	银	ngant
淆	淆	ngau
爻	爻	ngau
餚	肴	ngau
牛	牛	ngaw
猊	猊	ngay
霓	霓	ngay
危	危	ngay
倪	倪	ngay
巍	巍	ngay
鵝	鹅	ngo
哦	哦	ngo
訛	讹	ngo
俄	俄	ngo
峨	峨	ngo
娥	娥	ngo
莪	莪	ngo
蛾	蛾	ngo
呆	呆	ngoi
昂	昂	ngong
鰲	鳌	ngow
獒	獒	ngow
驁	骜	ngow
敖	敖	ngow
螯	螯	ngow
翱	翱	ngow
熬	熬	ngow/ngaw
遨	遨	ngow/ngòw
訝	讶	ngà
額	额	ngàg
砹	砹	ngài
艾	艾	ngài
刈	刈	ngài
贗	赝	ngàn
雁	雁	ngàn
硬	硬	ngàng
杌	杌	ngàt
兀	兀	ngàt
圪	圪	ngàt
迄	迄	ngàt
屹	屹	ngàt
藝	艺	ngày
囈	呓	ngày
毅	毅	ngày
睨	睨	ngày
偽	伪	ngày
羿	羿	ngày
魏	魏	ngày
詣	诣	ngày
佤	佤	ngá
雅	雅	ngá
瓦	瓦	ngá
眼	眼	ngán
咬	咬	ngáu
偶	偶	ngáw
藕	藕	ngáw
蟻	蚁	ngáy
勾	勾	ngäw
齧	啮	ngìd/ngàd
臥	卧	ngò
餓	饿	ngò
愕	愕	ngòg
嶽	岳	ngòg
岳	岳	ngòg
鄂	鄂	ngòg
鱷	鳄	ngòg
噩	噩	ngòg
顎	颚	ngòg
樂	乐	ngòg
外	外	ngòi
礙	碍	ngòi
岸	岸	ngòn
犴	犴	ngòn
傲	傲	ngòw
我	我	ngó
盎	盎	ngông/ngõng
懊	懊	ngôw
澳	澳	ngôw
奧	奥	ngôw
襖	袄	ngôw/ngõw
骯	肮	ngöng/ngông
鯰	鲇	nim
年	年	nin
挪	挪	no
挼	挼	no
饢	馕	nong
瓤	瓤	nong
囔	囔	nong
囊	囊	nong
農	农	nonk
儂	侬	nonk
濃	浓	nonk
膿	脓	nonk
奴	奴	now
吶	呐	nàb
納	纳	nàb
衲	衲	nàb
鈉	钠	nàb
捺	捺	nàd
難	难	nàn
鬧	闹	nàu
淖	淖	nàu
哪	哪	ná
那	那	ná
乃	乃	nái
氖	氖	nái
奶	奶	nái
鼐	鼐	nái
腩	腩	nám
稔	稔	námp
赧	赧	nán
紐	纽	nãw
妞	妞	nãw
狃	狃	nãw
朽	朽	nãw
鈕	钮	nãw
扭	扭	nãw
哪	哪	nä
粒	粒	näp/läp
孬	孬	näu
佞	佞	nènk
擰	拧	nènk
濘	泞	nènk
膩	腻	nèy
餌	饵	nèy
你	你	néy
妳	你	néy
旎	旎	néy
您	您	néy
呢	呢	në
匿	匿	nëk
暱	昵	nëk
溺	溺	nëk/nèk
捏	捏	nìb
聶	聂	nìb
顳	颞	nìb
鑷	镊	nìb
涅	涅	nìb
隉	陧	nìb
躡	蹑	nìb
念	念	nìm
唸	念	nìm
廿	廿	nìm
尿	尿	nìu
溺	溺	nìu
碾	碾	nín
鳥	鸟	níu
裊	袅	níu
鎳	镍	nïb
拈	拈	nïm
粘	粘	nïm/jïm
黏	黏	nïm/jïm
糯	糯	nò
懦	懦	nò
諾	诺	nòg
內	内	nòi
奈	奈	nòi
耐	耐	nòi
忸	忸	nòk/nãw
齉	齉	nòng
訥	讷	nòt/nàb
怒	怒	nòw
饢	馕	nóng
腦	脑	nów
惱	恼	nów
瑙	瑙	nów
弩	弩	nów
努	努	nów/lów
釹	钕	nóy
餒	馁	nóy
女	女	nóy/lóy
捻	捻	nĩm
哦	哦	o
琶	琶	pa
爬	爬	pa
耙	耙	pa
杷	杷	pa
扒	扒	pa
俳	俳	pai
排	排	pai
牌	牌	pai
硼	硼	pang
澎	澎	pang
棚	棚	pang
鵬	鹏	pang
膨	膨	pang
彭	彭	pang
朋	朋	pank
憑	凭	pank
貧	贫	pant
嬪	嫔	pant
頻	频	pant
顰	颦	pant
匏	匏	pau
咆	咆	pau
麅	狍	pau
刨	刨	pau
庖	庖	pau
抔	抔	paw
評	评	penk
萍	萍	penk
平	平	penk
屏	屏	penk
坪	坪	penk
蘋	苹	penk
瓶	瓶	penk
郫	郫	pey
枇	枇	pey
蜱	蜱	pey
脾	脾	pey
貔	貔	pey
琵	琵	pey
毗	毗	pey
皮	皮	pey
邳	邳	pey
疲	疲	pey
駢	骈	pin
便	便	pin
瓢	瓢	piu
嫖	嫖	piu
朴	朴	piu
婆	婆	po
鄱	鄱	po/bô
膀	膀	pong
彷	彷	pong
龐	庞	pong
螃	螃	pong
滂	滂	pong
磅	磅	pong
旁	旁	pong
篷	篷	ponk
芃	芃	ponk
蓬	蓬	ponk/fonk
莆	莆	pow
蒲	蒲	pow
葡	葡	pow
脯	脯	pow
匍	匍	pow
袍	袍	pow
菩	菩	pow
徘	徘	pui
陪	陪	pui
裴	裴	pui
培	培	pui
賠	赔	pui
蟠	蟠	pun
盤	盘	pun
磐	磐	pun
槃	槃	pun
盆	盆	pun
蹣	蹒	pun/mun
棒	棒	páng
牝	牝	pánt
睥	睥	páy
怕	怕	pâ
柏	柏	pâg
拍	拍	pâg
珀	珀	pâg
帕	帕	pâg
魄	魄	pâg
哌	哌	pâi
派	派	pâi
湃	湃	pâi/bâi
盼	盼	pân
袢	袢	pân
噴	喷	pânt
炮	炮	pâu
豹	豹	pâu
泡	泡	pâu
疱	疱	pâu
跑	跑	pãu
剖	剖	pãw
趴	趴	pä
啪	啪	päg
攀	攀	pän
扳	扳	pän
烹	烹	päng
澎	澎	päng
匹	匹	pät
疋	疋	pät
泡	泡	päu
拋	抛	päu
脬	脬	päu
批	批	päy
被	被	péy
婢	婢	péy
劈	劈	pêg
聘	聘	pênk
譬	譬	pêy
屁	屁	pêy
濞	濞	pêy
媲	媲	pêy/bẽy
癖	癖	pëk
辟	辟	pëk
僻	僻	pëk
霹	霹	pëk
闢	辟	pëk
抨	抨	pënk
砰	砰	pënk
怦	怦	pënk
姘	姘	pënk
娉	娉	pënk
拼	拼	pënk/pênk
紕	纰	pëy
呸	呸	pëy
狉	狉	pëy
披	披	pëy
丕	丕	pëy
鰾	鳔	píu
瞟	瞟	píu
瞥	瞥	pîd
撇	撇	pîd
騙	骗	pîn
片	片	pîn
遍	遍	pîn
漂	漂	pîu
票	票	pîu
剽	剽	pîu/píu
編	编	pïn
偏	偏	pïn
翩	翩	pïn
扁	扁	pïn
篇	篇	pïn
蝙	蝙	pïn/bïn
漂	漂	pïu
飄	飘	pïu
嘌	嘌	pïu
縹	缥	pïu
蚌	蚌	póng
抱	抱	pów
泡	泡	pów
破	破	pô
撲	扑	pôg
噗	噗	pôg
樸	朴	pôg
釙	钋	pôg
璞	璞	pôg
粕	粕	pôg/pâg
謗	谤	pông
碰	碰	pônk
舖	铺	pôw
叵	叵	põ
頗	颇	põ
笸	笸	põ
捧	捧	põnk/bõnk
浦	浦	põw
譜	谱	põw
普	普	põw
溥	溥	põw
脯	脯	põw/fũ
頗	颇	pö
坡	坡	pö/bö
棵	棵	pö/fõ
仆	仆	pök
鋪	铺	pöw
倍	倍	púi
蓓	蓓	púi/pui
潑	泼	pûd
霈	霈	pûi
佩	佩	pûi
珮	珮	pûi
沛	沛	pûi
配	配	pûi
拚	拚	pûn
判	判	pûn
胚	胚	püi
坯	坯	püi
番	番	pün
潘	潘	pün
片	片	pĩn
片	片	pĩn
仳	仳	pẽy
痞	痞	pẽy
吡	吡	pẽy
否	否	pẽy
圮	圮	pẽy
鄙	鄙	pẽy
忱	忱	samp
涔	涔	samp
岑	岑	samp
梣	梣	samp
潺	潺	san
孱	孱	san
晨	晨	sant
臣	臣	sant
辰	辰	sant
神	神	sant
仇	仇	saw
愁	愁	saw
蛇	蛇	se
畲	畲	se
城	城	senk
成	成	senk
乘	乘	senk
盛	盛	senk
丞	丞	senk
誠	诚	senk
繩	绳	senk
澠	渑	senk
承	承	senk
償	偿	seong
裳	裳	seong
徜	徜	seong
嘗	尝	seong
嚐	尝	seong
常	常	seong
嫦	嫦	seong
殊	殊	seu
薯	薯	seu
漩	漩	seun
璇	璇	seun
旋	旋	seun
船	船	seun
上	上	seòng
尚	尚	seòng
上	上	seóng
爍	烁	seôg
鑠	铄	seôg
削	削	seôg
相	相	seông
鯗	鲞	seõng
想	想	seõng
賞	赏	seõng
傷	伤	seöng
廂	厢	seöng
霜	霜	seöng
雙	双	seöng
商	商	seöng
孀	孀	seöng
鸘	鹴	seöng
相	相	seöng
襄	襄	seöng
箱	箱	seöng
湘	湘	seöng
觴	觞	seöng
殤	殇	seöng
鑲	镶	seöng
豎	竖	seù
樹	树	seù
篆	篆	seùn
雋	隽	seún
吮	吮	seún
戍	戍	seû
恕	恕	seû
庶	庶	seû
雪	雪	seûd
鱈	鳕	seûd
說	说	seûd
算	算	seûn
蒜	蒜	seûn
渲	渲	seûn/heün
舒	舒	seü
抒	抒	seü
書	书	seü
輸	输	seü
紓	纾	seü
樞	枢	seü
悛	悛	seün
瑄	瑄	seün
飧	飧	seün
狻	狻	seün
蓀	荪	seün
宣	宣	seün
酸	酸	seün
猻	狲	seün
孫	孙	seün
黍	黍	seũ
暑	暑	seũ
鼠	鼠	seũ
損	损	seũn
選	选	seũn
蒔	莳	si
匙	匙	si
鰣	鲥	si
時	时	si
蟾	蟾	sim
禪	禅	sim
單	单	sim
蟬	蝉	sin
傻	傻	so
崇	崇	sonk
淳	淳	sont
脣	唇	sont
醇	醇	sont
純	纯	sont
鶉	鹑	sont/cönt
誰	谁	soy
垂	垂	soy
什	什	sàmp
甚	甚	sàmp
椹	葚	sàmp
慎	慎	sànt
蜃	蜃	sànt/sánt
拾	拾	sàp
十	十	sàp
實	实	sàt
壽	寿	sàw
授	授	sàw
受	受	sàw
售	售	sàw
綬	绶	sàw
噬	噬	sày
誓	誓	sày
筮	筮	sày
逝	逝	sày
